Gene	sidak	holm-sidak	holm	simes-hochberg	hommel	fdr_bh	fdr_by	fdr_tsbh	fdr_tsbky	log2FC
BC067068	0.24330701625	0.203929230899	0.228065735257	0.228013392299	0.15080056562	6.99995397948e-05	0.000739787492553	3.09409892168e-05	3.28650628546e-05	0.124875
Iltifb	1.0	1.0	1.0	0.5	0.5	0.444147020337	1.0	0.196320550209	0.208528795801	0.01355
Gm10744	0.0403076419612	0.0348362244255	0.0354574430153	0.0354545393931	0.0278730136091	1.36097065081e-05	0.000143833669215	6.01572215398e-06	6.38981143496e-06	0.18655
Gm10743	3.09183405944e-06	2.99554185412e-06	2.99554714279e-06	2.99554714279e-06	2.88792608632e-06	4.52901387368e-09	4.78647120706e-08	2.00190129591e-09	2.12639006005e-09	-0.21185
Obfc2b	1.0	1.0	1.0	0.5	0.5	0.0189206920397	0.199962619218	0.00836326824563	0.00888334030424	-0.07255
Olfr766	0.446653528374	0.376129363613	0.471805851838	0.471805851838	0.276367432858	0.000133651362086	0.00141248937242	5.9076179147e-05	6.27498470483e-05	-0.218025
Vmn2r86	1.0	1.0	1.0	0.5	0.5	0.0288110286188	0.304488267813	0.0127349655217	0.0135268927373	-0.0879625
Pisd-ps1	1.0	1.0	1.0	0.5	0.5	0.174462770176	1.0	0.0771155168532	0.0819109657641	-0.071025
4933427E13Rik	1.0	1.0	1.0	0.5	0.5	0.40602283222	1.0	0.179469009515	0.190629337571	0.007
Gm12070	1.0	1.0	1.0	0.5	0.5	0.0529463622289	0.559561629518	0.0234031941866	0.0248585280371	-0.0556875
Gm8098	1.0	1.0	1.0	0.5	0.5	0.397522069232	1.0	0.175711527442	0.186638195476	-0.031025
Snord96a	1.0	1.0	1.0	0.5	0.5	0.416414337676	1.0	0.184062231974	0.195508190788	0.0249
Gm12250	1.0	1.0	1.0	0.5	0.5	0.0407794791308	0.430976385019	0.0180252245622	0.0191461279423	-0.219225
4930438A08Rik	1.0	1.0	1.0	0.5	0.5	0.160296477542	1.0	0.0708537741485	0.0752598349251	-0.045175
Snord49b	1.0	1.0	1.0	0.5	0.5	0.0268259989631	0.283509556867	0.0118575485936	0.0125949134043	0.177525
Snord49a	0.999999999954	0.99999985453	1.0	0.5	0.5	0.00321439184695	0.0339711788321	0.00142081596203	0.00150916978024	0.243875
Gm12302	1.0	1.0	1.0	0.5	0.5	0.492363647465	1.0	0.217633120898	0.231166694362	0.010775
Zfp735	1.0	1.0	1.0	0.5	0.5	0.134694221704	1.0	0.0595371408659	0.0632394737942	0.0407
Zfp616	1.0	1.0	1.0	0.5	0.5	0.385660510191	1.0	0.170468516252	0.181069146242	0.001775
Gm11201	0.10802103622	0.0915491798802	0.0960142743223	0.0959943033293	0.0702293187065	3.26443951624e-05	0.000345001057348	1.44293788455e-05	1.5326673604e-05	0.160375
Gm10387	1.0	1.0	1.0	0.5	0.5	0.340649826549	1.0	0.150573027206	0.159936450922	0.022225
5530401A14Rik	1.71429589413e-08	1.69937804939e-08	1.69926855417e-08	1.69926855417e-08	1.67336028292e-08	8.97479286709e-11	9.48497594525e-10	3.96701135661e-11	4.21370101216e-11	-0.275
Gm11426	1.0	1.0	1.0	0.5	0.5	0.220524554451	1.0	0.0974756102871	0.103537157019	-0.0284
Snord7	0.0306055545281	0.0266144919881	0.0269750505022	0.0269750505022	0.0215097127949	1.07456436327e-05	0.000113564928887	4.74975756616e-06	5.04512250278e-06	0.2076
E230016K23Rik	1.0	0.999999990729	1.0	0.5	0.5	0.00372708090522	0.0393895137811	0.0016474332608	0.00174987933597	-0.107025
Gm11428	1.0	1.0	1.0	0.5	0.5	0.0334952265977	0.353993037238	0.0148054608361	0.0157261423531	-0.25815
Gm10374	1.0	1.0	1.0	0.5	0.5	0.497596983217	1.0	0.219946344464	0.233623766351	0.017825
4632419I22Rik	1.0	1.0	1.0	0.5	0.5	0.0388692176375	0.410787858575	0.0171808564358	0.0182492525595	-0.108375
2210409E12Rik	1.0	1.0	1.0	0.5	0.5	0.198467400491	1.0	0.0877259724349	0.0931812353462	0.031875
Osbpl7	1.0	1.0	1.0	0.5	0.5	0.0252412062041	0.266760734449	0.011157043193	0.0118508468892	-0.091725
Gm12	1.0	1.0	1.0	0.5	0.5	0.0288110286188	0.304488267813	0.0127349655217	0.0135268927373	-0.08755
4930417O22Rik	1.0	1.0	1.0	0.5	0.5	0.0139410283955	0.147335232068	0.00616217207316	0.00654536838128	0.102525
4933434M16Rik	0.00026071048573	0.000243768877021	0.000243798590923	0.000243786648793	0.000224070191599	1.8295346587e-07	1.93353679419e-06	8.08685490111e-08	8.58973812242e-08	0.261225
Gm11691	1.0	1.0	1.0	0.5	0.5	0.0497385998174	0.525660513625	0.021985308548	0.0233524708033	0.08385
2210020M01Rik	0.00659278193526	0.00589282038426	0.00591025066826	0.00590994771831	0.00503411939897	2.83974755559e-06	3.00117647886e-05	1.25521680219e-06	1.33327279264e-06	0.24025
1110017F19Rik	0.998760131552	0.991729250496	1.0	0.5	0.5	0.00107898440084	0.0114032058888	0.000476929488526	0.000506587475526	0.15915
Snord1c	1.0	1.0	1.0	0.5	0.5	0.452449880137	1.0	0.199990555702	0.212427021561	0.01915
BC018473	7.44186712254e-10	7.4238026837e-10	7.42701143393e-10	7.42701143393e-10	7.37756849477e-10	1.31506153289e-11	1.38981781426e-10	5.81279603092e-12	6.174266297e-12	-0.4538
2810008D09Rik	0.213436545358	0.179071612128	0.197318314109	0.197262981864	0.132960251526	6.15864260307e-05	0.000650873817487	2.72222495934e-05	2.89150724194e-05	-0.167275
Gm10099	1.0	1.0	1.0	0.5	0.5	0.0147451714633	0.155833787708	0.0065176170098	0.00692291675578	0.119025
Gm9734	1.0	1.0	1.0	0.5	0.5	0.0212996157569	0.225104184675	0.00941479305989	0.0100002544685	-0.105275
Tug1	1.0	1.0	1.0	0.5	0.5	0.0331652049497	0.350505215915	0.0146595856448	0.0155711958743	-0.065625
Gm10278	0.999998429743	0.999898924804	1.0	0.5	0.5	0.00196019564679	0.0207162536597	0.000866439873004	0.000920319666785	-0.128325
4932414J04Rik	3.29073732208e-06	3.18704474767e-06	3.18705013081e-06	3.1867486979e-06	3.07160132724e-06	4.76229095656e-09	5.03300921104e-08	2.10501374104e-09	2.23591457998e-09	0.40215
Gm10466	1.50455047554e-06	1.46430787984e-06	1.46431006418e-06	1.46424115547e-06	1.41745214213e-06	2.56749616071e-09	2.71344862044e-08	1.13487704713e-09	1.20544967793e-09	0.271375
Olfr1372-ps1	1.0	1.0	1.0	0.5	0.5	0.0419501141639	0.443348197154	0.0185426651917	0.0196957457549	-0.13665
A530017D24Rik	1.0	1.0	1.0	0.5	0.5	0.142175447618	1.0	0.0628439701822	0.0667519391704	-0.03095
Gm12298	1.0	1.0	1.0	0.5	0.5	0.00933300318168	0.0986354916333	0.00412534641872	0.00438188218219	-0.1143
A430084P05Rik	1.0	1.0	1.0	0.5	0.5	0.434172935785	1.0	0.191911834902	0.203845923361	-0.05005
Nlrp1c	1.0	1.0	1.0	0.5	0.5	0.147859416085	1.0	0.065356381086	0.069420585014	-0.0831
Gm10277	9.22754451355e-05	8.72126457114e-05	8.72164497866e-05	8.72164497866e-05	8.13713077991e-05	7.69638896212e-08	8.13389960661e-07	3.40193504962e-08	3.61348528483e-08	0.3583
Gm11190	2.90022421615e-05	2.76580146641e-05	2.76583969614e-05	2.76583969614e-05	2.61826271495e-05	2.86304664686e-08	3.02580003547e-07	1.26551539749e-08	1.34421180883e-08	0.3325
1700071K01Rik	1.0	1.0	1.0	0.5	0.5	0.425113745926	1.0	0.187907518637	0.199592597625	-0.0017
Olfr462	6.17796531648e-05	5.86106880749e-05	5.8612406658e-05	5.86095770545e-05	5.49820253825e-05	5.50372549413e-08	5.8165915018e-07	2.43274043894e-08	2.5840210497e-08	-0.292275
Olfr464	0.000404621408182	0.000376495565098	0.000376566453397	0.000376547917934	0.00034327676299	2.65573615645e-07	2.80670472666e-06	1.17388062865e-07	1.24687870753e-07	0.27005
Ankfn1	1.0	1.0	1.0	0.5	0.5	0.109053932751	1.0	0.0482036962983	0.0512012559639	0.053525
Gm11545	0.357915437281	0.299949118935	0.356598642202	0.356469152225	0.219941571785	0.000103624910835	0.00109515595642	4.58039761139e-05	4.86523085421e-05	-0.168075
Gm11529	0.99861015617	0.991053548519	1.0	0.5	0.5	0.00106284899618	0.0112326794741	0.00046979736476	0.000499011838748	-0.151775
Gpr179	1.0	1.0	1.0	0.5	0.5	0.404486886552	1.0	0.178790095361	0.189908204959	0.020175
Snora21	0.993462870461	0.974152498684	1.0	0.5	0.5	0.000842492078946	0.00890384571679	0.000372395852977	0.000395553388068	0.2045375
Krtap3-2	0.999999953547	0.999989225018	1.0	0.5	0.5	0.00239337213126	0.0252942629754	0.00105791125945	0.00112369775228	0.094425
1700052K11Rik	1.0	1.0	1.0	0.5	0.5	0.453949253627	1.0	0.200653304331	0.213130983389	-0.0017
Gm10838	1.0	1.0	1.0	0.5	0.5	0.0407794791308	0.430976385019	0.0180252245622	0.0191461279423	0.0841
BC006965	1.0	1.0	1.0	0.5	0.5	0.17667328591	1.0	0.0780926024695	0.0829488117091	-0.0185375
Gm11681	1.0	1.0	1.0	0.5	0.5	0.0947334468111	1.0	0.0418737975256	0.0444777307538	-0.083375
2810410L24Rik	1.0	1.0	1.0	0.5	0.5	0.0606357576561	0.640826714675	0.0268020379747	0.0284687298295	0.056275
1700012B15Rik	1.0	1.0	1.0	0.5	0.5	0.00794754849201	0.0839933660719	0.003512951841	0.00373140568489	0.0811
Gm16497	1.0	1.0	1.0	0.5	0.5	0.0772821621678	0.816753612049	0.0341600323844	0.0362842830772	-0.0468
Gm4983	0.99948750618	0.995439388232	1.0	0.5	0.5	0.00120148373562	0.0126978354818	0.000531076281599	0.000564101401317	0.156025
Gm9229	1.0	1.0	1.0	0.5	0.5	0.141283933334	1.0	0.0624499056795	0.0663333696619	0.09145
Gm9292	1.0	1.0	1.0	0.5	0.5	0.0656015313083	0.693307305969	0.028996994534	0.0308001803458	0.0996
2010109K11Rik	1.0	1.0	1.0	0.5	0.5	0.136592764071	1.0	0.0603763289386	0.0641308470002	0.059925
Gdap10	1.0	1.0	1.0	0.5	0.5	0.446628757886	1.0	0.197417520489	0.209693981469	-0.008525
Prps1l1	0.307352302402	0.257323116263	0.297491708932	0.297447779466	0.188822990615	8.84893237665e-05	0.000935196076129	3.91137887547e-05	4.15460901039e-05	-0.192575
Gm5785	1.0	1.0	1.0	0.5	0.5	0.0133215664955	0.140788472374	0.00588835935918	0.00625452855091	0.0952
Srp54b	1.0	1.0	1.0	0.5	0.5	0.0217260127496	0.229610545188	0.00960326779547	0.0102004495556	-0.094875
Aldoart2	1.0	1.0	1.0	0.5	0.5	0.00569850251208	0.0602244085758	0.00251883519942	0.00267546963574	0.122125
Wdr20b	8.96997268932e-05	8.48028898193e-05	8.48064862428e-05	8.48064862428e-05	7.91532682857e-05	7.51917440368e-08	7.94661106983e-07	3.32360319547e-08	3.53028234351e-08	0.233875
Gm9997	1.0	1.0	1.0	0.5	0.5	0.0100570460298	0.106287511128	0.00444538569359	0.00472182318442	-0.1293
Abhd12b	1.0	1.0	1.0	0.5	0.5	0.30285355524	1.0	0.133866431328	0.142190950939	-0.011725
1810048J11Rik	0.766374035272	0.673848487306	1.0	0.5	0.483903028177	0.000289603075163	0.00306065916202	0.000128009493377	0.000135969797745	-0.097275
Gm10451	0.048301522898	0.0416188669413	0.0425096894955	0.0424992832538	0.0330635957021	1.59967924331e-05	0.000169061496656	7.07085480312e-06	7.51055778832e-06	-0.172825
Gm6657	1.0	1.0	1.0	0.5	0.5	0.223071840405	1.0	0.0986015540784	0.104733117925	0.0275
Fam71d	1.0	1.0	1.0	0.5	0.5	0.0288110286188	0.304488267813	0.0127349655217	0.0135268927373	0.058525
2900006K08Rik	0.999954929011	0.999096408093	1.0	0.5	0.5	0.00152817760611	0.0161504873133	0.00067548053845	0.00071748547526	0.143175
Rnf113a2	1.0	1.0	1.0	0.5	0.5	0.0234472678015	0.247801564196	0.0103640918546	0.0110085856611	-0.078175
1700019E19Rik	1.0	1.0	1.0	0.5	0.5	0.00766241087092	0.0809798998926	0.0033869161544	0.00359753243562	-0.07485
1700020O03Rik	1.0	1.0	1.0	0.5	0.5	0.0083411390292	0.0881530127989	0.00368692556429	0.0039161980104	0.094275
Gm6772	0.999999996872	0.999998040314	1.0	0.5	0.5	0.00272083590052	0.0287550514531	0.00120265582467	0.00127744329677	0.12615
Gm5039	1.0	1.0	1.0	0.5	0.5	0.285608465182	1.0	0.126243807707	0.134094312442	0.0484375
Gm10433	0.0121641218509	0.0107649988337	0.0108233576212	0.0108227970869	0.00902236077845	4.84004511288e-06	5.11518339749e-05	2.13938240288e-06	2.27242046619e-06	-0.234925
Gm10432	1.0214259527e-05	9.81708705416e-06	9.81713441989e-06	9.81666660314e-06	9.38159702913e-06	1.20027154377e-08	1.2685024478e-07	5.30540472148e-09	5.63532272413e-09	0.325875
A630072L19Rik	0.318087163733	0.266372196066	0.309750742664	0.309710986713	0.195493062572	9.17296881925e-05	0.000969441745181	4.05460850392e-05	4.30674541135e-05	0.158475
D230037D09Rik	1.0	1.0	1.0	0.5	0.5	0.0328263419337	0.346923954929	0.0145098024184	0.0154120983381	-0.065625
Fam181a	0.000624790292458	0.000577988906475	0.000578155998446	0.000578155998446	0.000522824998099	3.8178713903e-07	4.03490295936e-06	1.68756420206e-07	1.79250583048e-07	0.31385
Ifi27l1	1.0	0.999999999993	1.0	0.5	0.5	0.00506039988374	0.0534806450482	0.00223678296592	0.00237587790914	-0.30465
Serpina4-ps1	0.896404835798	0.819712687288	1.0	0.5	0.5	0.000424162191653	0.00448274210257	0.000187486915437	0.000199145839102	1.057575
Serpina3h	1.0	1.0	1.0	0.5	0.5	0.441165294703	1.0	0.195002576678	0.207128863735	-0.015
Meg3	0.271554507031	0.227450430939	0.25805723321	0.258054817622	0.167213949472	7.81826612221e-05	0.000826270502295	3.45580683088e-05	3.67070709713e-05	0.43605
AF357341	1.0	1.0	1.0	0.5	0.5	0.300191271482	1.0	0.132689656548	0.140940998106	0.02055
Zfp839	1.0	1.0	1.0	0.5	0.5	0.0585253743173	0.618523208065	0.025869212583	0.0274778964428	0.057625
1200009I06Rik	1.0	1.0	1.0	0.5	0.5	0.400178624145	1.0	0.176885769974	0.187885458592	0.009025
AW555464	1.0	1.0	1.0	0.5	0.5	0.0611531424247	0.646294676061	0.0270307308574	0.0287116440399	0.04255
Gm10485	1.0	1.0	1.0	0.5	0.5	0.292778311589	1.0	0.129413001976	0.137460583899	-0.038
4930417G10Rik	1.0	1.0	1.0	0.5	0.5	0.487285198573	1.0	0.215388359963	0.228782342372	0.00975
A830093I24Rik	3.42131957209e-08	3.38355562457e-08	3.38348464446e-08	3.38332795087e-08	3.32566471051e-08	1.407920905e-10	1.48795589096e-09	6.22325027671e-11	6.61024474915e-11	0.41325
9930038B18Rik	1.0	1.0	1.0	0.5	0.5	0.095532824156	1.0	0.0422271359316	0.0448530416024	-0.06225
Zfp125	1.0	1.0	1.0	0.5	0.5	0.25300049964	1.0	0.111830531374	0.11878474269	-0.0694125
Gm9866	1.0	1.0	1.0	0.5	0.5	0.0590473718224	0.624039918982	0.0260999443738	0.0277229763514	0.061425
F730043M19Rik	1.0	1.0	1.0	0.5	0.5	0.0985766010621	1.0	0.0435725371829	0.0462821069881	0.0567
Gm889	0.00150088227599	0.00137304388434	0.00137398732495	0.00137391853271	0.00122009909354	8.05909023161e-07	8.5172190734e-06	3.56225519031e-07	3.78377497608e-07	0.213175
Prkd1	1.0	1.0	1.0	0.5	0.5	0.224401893524	1.0	0.0991894602179	0.105357583164	-0.03225
Gm10465	1.0	1.0	1.0	0.5	0.5	0.0290975124044	0.30751596088	0.0128615962359	0.0136613980161	0.061375
1110002B05Rik	1.0	1.0	1.0	0.5	0.5	0.127259307888	1.0	0.0562507822859	0.0597487521324	0.072475
Gm4971	0.999999995706	0.999997601626	1.0	0.5	0.5	0.00268511366634	0.0283775223704	0.00118686598854	0.00126067156548	-0.09755
D830013O20Rik	1.0	1.0	1.0	0.5	0.5	0.0785268520319	0.829908069868	0.0347102065109	0.0368686699279	0.035425
0610009B14Rik	1.0	1.0	1.0	0.5	0.5	0.0650298798683	0.687265829316	0.028744314858	0.0305317877169	0.047775
Tmem90a	1.0	1.0	1.0	0.5	0.5	0.149876981749	1.0	0.0662481794841	0.0703678401325	-0.040075
6430527G18Rik	1.0	1.0	1.0	0.5	0.5	0.157159744105	1.0	0.069467284527	0.073787126078	0.025175
Ism2	1.0	1.0	1.0	0.5	0.5	0.127259307888	1.0	0.0562507822859	0.0597487521324	-0.056225
2610021K21Rik	1.0	1.0	1.0	0.5	0.5	0.237316207129	1.0	0.104897806861	0.11142090486	-0.042975
BC002230	0.0182866677522	0.016069359808	0.0161998651766	0.0161990198928	0.0132540509246	6.9039217213e-06	7.29638359617e-05	3.0516510274e-06	3.24141875759e-06	-0.204525
4831426I19Rik	1.0	1.0	1.0	0.5	0.5	0.0569274548059	0.601635656059	0.0251629049341	0.0267276668651	-0.074025
Stk30	1.0	1.0	1.0	0.5	0.5	0.223071840405	1.0	0.0986015540784	0.104733117925	-0.035375
Gm10421	0.0205706738762	0.0180331778189	0.0181977485035	0.0181977485035	0.0148208162543	7.61821085925e-06	8.05127737386e-05	3.36737899618e-06	3.57678035403e-06	-0.1692
Dnahc11	0.00170948907817	0.00156014092536	0.00156135915174	0.00156135915174	0.001383086024	8.94998473848e-07	9.45875756823e-06	3.95604574109e-07	4.20205349692e-07	0.2016
Speer6-ps1	1.0	1.0	1.0	0.5	0.5	0.0585253743173	0.618523208065	0.025869212583	0.0274778964428	-0.108725
Calm5	1.0	1.0	1.0	0.5	0.5	0.0185080577768	0.195601709595	0.00818087687112	0.00868960687363	0.127825
Akr1c19	0.753462329089	0.660600085275	1.0	0.5	0.47584206377	0.000280825426278	0.0029678929113	0.00012412962302	0.000131848656618	0.417075
Zp4-ps	9.16779852034e-09	9.10145647737e-09	9.10159748679e-09	9.10159748679e-09	8.986546845e-09	5.6961136637e-11	6.01991621219e-10	2.51777928773e-11	2.67434806191e-11	-0.345725
2810021B07Rik	1.0	1.0	1.0	0.5	0.5	0.478069521263	1.0	0.211314873578	0.224455545154	0.001925
Gm7614	1.0	1.0	1.0	0.5	0.5	0.456704390727	1.0	0.20187112187	0.214424531236	-0.004675
Hist1h4m	1.0	1.0	1.0	0.5	0.5	0.48447967174	1.0	0.214148269303	0.227465136345	0.02135
Gm11292	1.0	1.0	1.0	0.5	0.5	0.155010620919	1.0	0.0685173354626	0.0727781041786	0.051375
Hist1h3f	1.0	1.0	1.0	0.5	0.5	0.0318655637151	0.336770006613	0.0140851220763	0.0149610091361	-0.08478125
Hist1h2bg	1.15385301314e-09	1.15025944325e-09	1.14972784785e-09	1.14972784785e-09	1.1405896085e-09	1.62600058598e-11	1.71843257816e-10	7.18719962229e-12	7.63413754099e-12	-0.522775
Hist1h2ab	0.038518493201	0.0333144519868	0.0338819889648	0.033881038388	0.0267047275437	1.3074030257e-05	0.000138172394986	5.77894412432e-06	6.13830930059e-06	-0.260075
Hist1h4b	1.0	1.0	1.0	0.5	0.5	0.3795463996	1.0	0.167765975201	0.178198546957	-0.00281666666667
Gm9979	0.000463925025643	0.000430934263398	0.000431027138777	0.00043096338051	0.000392028332029	2.97701672723e-07	3.14624888447e-06	1.3158921148e-07	1.39772121569e-07	-0.260325
Gm10790	0.00441683191646	0.00397570493449	0.00398362865598	0.00398302043744	0.00343237992497	2.01914953009e-06	2.13393055488e-05	8.92498493859e-07	9.47998749904e-07	-0.226925
C030044B11Rik	0.887190145697	0.808343602349	1.0	0.5	0.5	0.000410708959205	0.00434056212355	0.000181540357483	0.000192829492862	0.16025
Gm270	0.0751188982769	0.0641181697274	0.0662659416815	0.0662618725207	0.0499834322964	2.35414087354e-05	0.0002487964891	1.04057037513e-05	1.10527852046e-05	-0.193475
2310081J21Rik	0.944745288992	0.885206799452	1.0	0.5	0.5	0.000523690278012	0.00553460092425	0.000231480025332	0.000245874672229	0.1414
1810034E14Rik	1.0	1.0	1.0	0.5	0.5	0.336442608	1.0	0.148713364926	0.157961145049	0.03685
Olfr466	1.0	1.0	1.0	0.5	0.5	0.109803921845	1.0	0.0485352042559	0.051553378832	0.04745
Vmn2r85	1.81804571397e-10	1.81729631343e-10	1.81920995226e-10	1.81920995226e-10	1.81062366142e-10	1.21520532599e-11	1.28428515914e-10	5.37141458326e-12	5.70543742672e-12	-0.435225
F630042J09Rik	0.0552289021889	0.0474657722343	0.0486291746985	0.0486275472217	0.0374717076801	1.80162960056e-05	0.000190404543889	7.96350978976e-06	8.45872276254e-06	0.234975
Gm10037	1.0	1.0	1.0	0.5	0.5	0.455164940674	1.0	0.201190658718	0.213701753302	0.001325
8030423J24Rik	1.0	1.0	1.0	0.5	0.5	0.0195407636329	0.206515822431	0.00863735045437	0.00917446638797	-0.083025
Ttc37	0.999608528387	0.996198631179	1.0	0.5	0.5	0.00123691977193	0.0130723398932	0.000546739613398	0.000580738761567	0.123975
Mtx3	1.0	1.0	1.0	0.5	0.5	0.298787272505	1.0	0.13206906508	0.140281814992	-0.0222
Gm4814	1.0	1.0	1.0	0.5	0.5	0.321919575846	1.0	0.142293937276	0.151142523584	0.02485
Gm807	0.999989634084	0.99965586611	1.0	0.5	0.5	0.00172049355478	0.0181829711535	0.000760487464377	0.000807778579468	0.14535
Cdc20b	1.0	1.0	1.0	0.5	0.5	0.181120438899	1.0	0.0800583198597	0.0850367677577	-0.0427
BC067074	1.0	1.0	1.0	0.5	0.5	0.0219534591817	0.232014304215	0.00970380299361	0.0103072365618	0.08295
Gm10336	1.0	0.999999999999	1.0	0.5	0.5	0.00534214529246	0.0564582607592	0.00236131923686	0.00250815850118	0.12455
Gpr137b-ps	1.0	1.0	1.0	0.5	0.5	0.425113745926	1.0	0.187907518637	0.199592597625	0.009025
A530099J19Rik	0.993450189476	0.974150482532	1.0	0.5	0.5	0.000842492078946	0.00890384571679	0.000372395852977	0.000395553388068	-0.173075
Zfp389	0.0320725600203	0.0278566747054	0.0282520102951	0.0282490242982	0.0224785851611	1.11867291968e-05	0.000118226525011	4.94472490052e-06	5.25221393264e-06	0.215
Hist1h4i	1.0	1.0	1.0	0.5	0.5	0.0529463622289	0.559561629518	0.0234031941866	0.0248585280371	-0.056125
Hist1h2ae	1.0	1.0	1.0	0.5	0.5	0.0105445208561	0.111439370418	0.00466085787223	0.00495069455775	-0.07135
Serpinb6e	1.1705790226e-08	1.16146486873e-08	1.16142528669e-08	1.16142528669e-08	1.14571730991e-08	6.80752124138e-11	7.19450311305e-10	3.00904037284e-11	3.19615834815e-11	0.298075
1700026J04Rik	0.999999999998	0.999999979686	1.0	0.5	0.5	0.00358140136698	0.0378499050832	0.00158304042286	0.00168148221229	0.13295
Ccdc90a	1.0	1.0	1.0	0.5	0.5	0.00719007475988	0.0759880335424	0.00317813554583	0.00337576874942	-0.07095
Gm10113	1.0	1.0	1.0	0.5	0.5	0.0453164057991	0.478924723161	0.0200306234481	0.0212762330909	0.079925
4932411G14Rik	1.0	1.0	1.0	0.5	0.5	0.121865638564	1.0	0.0538666885492	0.0572164028931	0.065675
Gm5665	1.0	1.0	1.0	0.5	0.5	0.485861357145	1.0	0.214758997793	0.228113843148	-0.0056
Cntnap3	0.00343082307412	0.00310025943445	0.00310507495084	0.00310507495084	0.00269600917042	1.630323327e-06	1.72300105067e-05	7.20630687407e-07	7.6544329823e-07	-0.1323
Zfp87	1.0	1.0	1.0	0.5	0.5	0.360102672479	1.0	0.159171516538	0.169069639598	0.019025
AA987161	1.0	1.0	1.0	0.5	0.5	0.0171311029968	0.181049415008	0.0075722393983	0.0080431211178	-0.110325
Zfp71-rs1	0.182988650468	0.153747556521	0.166936794729	0.166890826628	0.114786980395	5.30629301551e-05	0.000560793573244	2.34547191961e-05	2.4913257143e-05	0.15565
Fam81b	1.0	1.0	1.0	0.5	0.5	0.0721461651631	0.762474021683	0.031889834203	0.0338729120185	-0.048275
Rpl21//Rpl21	1.0	1.0	1.0	0.5	0.5	0.336442608	1.0	0.148713364926	0.157961145049	0.014925
5330416C01Rik	1.55139900926e-10	1.55139900926e-10	1.56330057861e-10	1.56322897596e-10	1.55585390338e-10	1.21520532599e-11	1.28428515914e-10	5.37141458326e-12	5.70543742672e-12	0.540275
Mtap1b	1.0	1.0	1.0	0.5	0.5	0.0171311029968	0.181049415008	0.0075722393983	0.0080431211178	0.0821
A430090L17Rik	1.0	1.0	1.0	0.5	0.5	0.0423754030014	0.447842846171	0.0187306501038	0.0198954205587	-0.085525
Gm10733	0.000490093249325	0.000454703430163	0.000454806833307	0.000454806833307	0.000413473004007	3.10654865661e-07	3.28314421481e-06	1.3731474345e-07	1.45853697267e-07	-0.224875
E130304F04Rik	1.0	1.0	1.0	0.5	0.5	0.344899711117	1.0	0.152451548593	0.161931788661	0.0273
Gm5458	0.996316398981	0.98257693168	1.0	0.5	0.5	0.00092506940589	0.00977656107779	0.00040889643841	0.000434323772107	-0.0806
Gm10021	0.407336485303	0.342154709578	0.418780479366	0.418775344342	0.251026072844	0.000120034206248	0.00126857697524	5.30571642622e-05	5.63565381232e-05	-0.1238
B230110C06Rik	0.0855476710582	0.0728140530596	0.0756009887116	0.0755774426525	0.0563840817014	2.64304565342e-05	0.000279329281646	1.16827121009e-05	1.24092046579e-05	0.2442
2310021P13Rik	1.0	1.0	1.0	0.5	0.5	0.135678534954	1.0	0.0599722240929	0.0637016127873	-0.026975
4931403M11Rik	1.0	1.0	1.0	0.5	0.5	0.298787272505	1.0	0.13206906508	0.140281814992	-0.032425
Gm10398	1.0	0.999999997	1.0	0.5	0.5	0.0039384517401	0.0416233784663	0.00174086277108	0.00184911878518	-0.159025
4931406H21Rik	1.0	1.0	1.0	0.5	0.5	0.408830590877	1.0	0.180710086679	0.191947591448	-0.029225
Cphx	0.115057739361	0.0973855189874	0.102459461254	0.102459461254	0.0744513372972	3.45973779144e-05	0.000365641081802	1.52926304961e-05	1.62436067879e-05	-0.263341666667
4933413J09Rik	0.000463925025643	0.000430934263398	0.000431027138777	0.00043096338051	0.000392028332029	2.97701672723e-07	3.14624888447e-06	1.3158921148e-07	1.39772121569e-07	0.27095
Fam116a	0.996313265357	0.98257693168	1.0	0.5	0.5	0.00092506940589	0.00977656107779	0.00040889643841	0.000434323772107	0.069525
D830044D21Rik	1.0	1.0	1.0	0.5	0.5	0.435376260455	1.0	0.192443724908	0.204410889089	0.01105
1810011H11Rik	2.3952143402e-07	2.35363761925e-07	2.35364687267e-07	2.35353717111e-07	2.29605355604e-07	6.28667654118e-10	6.6440503588e-09	2.77881814138e-10	2.95161968605e-10	-0.403575
Gm626	1.0	1.0	1.0	0.5	0.5	0.0529463622289	0.559561629518	0.0234031941866	0.0248585280371	0.0293716666667
Gm5622//Gm5622	0.138412594193	0.116793238798	0.124195524482	0.124175844731	0.0884555569413	4.09731194182e-05	0.000433022865084	1.81108168684e-05	1.92370428288e-05	0.08805
4930503E14Rik	1.0	1.0	1.0	0.5	0.5	0.0219534591817	0.232014304215	0.00970380299361	0.0103072365618	0.0544
Gpr137c	1.0	1.0	1.0	0.5	0.5	0.330732154491	1.0	0.146189247183	0.155280064372	-0.03595
Mudeng	1.0	1.0	1.0	0.5	0.5	0.390162016233	1.0	0.172458258618	0.183182621265	-0.02635
Olfr738	0.573678940688	0.488825382187	0.671030929467	0.5	0.357781592923	0.000183016693179	0.00193420500962	8.08964965589e-05	8.59270666977e-05	0.177075
Olfr739	0.675938713591	0.584200866404	0.877530343004	0.5	0.426199972527	0.000232882285589	0.00246120763967	0.000102937937997	0.00010933916103	0.15765
